Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Short,Middle,Long,Buy,Sell,Profits
BHARTIARTL,EQ,449.65,452.0,455.3,443.1,445.05,445.1,448.34,4273646,191605715675000.0,52718,1127213,0.2638,450.43703949664496,448.41511292301203,420.3166328564387,,,0.0
BHARTIARTL,EQ,445.1,442.6,460.75,440.35,458.9,458.85,450.78,13858623,624725397695000.0,126722,4104144,0.2961,453.24135966443,449.5135220890108,421.53991435305966,,,0.0
BHARTIARTL,EQ,458.85,468.4,474.95,455.3,460.15,460.1,462.98,17845812,826220887925000.0,143721,5986680,0.33549999999999996,455.52757310962005,450.62788818490435,422.7640440561371,,,0.0
BHARTIARTL,EQ,460.1,464.8,465.95,454.2,457.75,457.0,461.25,37029733,1707978392580000.0,198967,23805707,0.6429,456.01838207308003,451.2986367970197,423.8508998003867,,,0.0
BHARTIARTL,EQ,457.0,459.0,470.3,454.25,468.6,468.9,463.13,14925989,691269444035000.0,97122,8672802,0.5811000000000001,460.31225471538676,453.1514118710177,425.2810299654538,,,0.0
BHARTIARTL,EQ,468.9,468.9,472.65,466.6,470.0,469.35,469.94,8086659,380021782305000.0,85434,5037091,0.6229,463.32483647692453,454.8565264109106,426.6800448871854,,,0.0
BHARTIARTL,EQ,469.35,469.5,472.0,465.0,468.0,467.85,468.32,10674839,499926695375000.0,95177,7602908,0.7122,464.8332243179497,456.22426047292,427.9870275891795,,,0.0
BHARTIARTL,EQ,467.85,469.2,476.95,468.0,473.9,473.9,473.28,15990374,756787663545000.0,153554,9334502,0.5838,467.85548287863315,458.08486463366523,429.44458226888804,,,0.0
BHARTIARTL,EQ,473.9,475.1,503.8,475.1,499.8,500.05,496.57,60774623,3017860318335000.0,428688,30190743,0.4968,478.5869885857555,462.50224730380575,431.68602410162174,,,0.0
BHARTIARTL,EQ,500.05,499.0,512.7,494.25,506.95,508.7,505.19,44464024,2246300128245000.0,317356,26193858,0.5891,488.62465905717033,467.36516864024725,434.13091222537975,,,0.0
BHARTIARTL,EQ,508.7,510.0,515.0,504.4,508.35,511.75,510.76,64001338,3268961860850000.0,254262,38317050,0.5987,496.33310603811356,472.03725615180014,436.59501024997087,,,0.0
BHARTIARTL,EQ,511.75,514.75,523.75,506.7,514.55,514.5,513.0,19911947,1021485198710000.0,156430,8161925,0.40990000000000004,502.3887373587424,476.50701866213694,439.06818452774957,,,0.0
BHARTIARTL,EQ,514.5,515.0,526.0,512.35,525.45,523.65,519.92,15482185,804945424110000.0,167208,7502053,0.48460000000000003,509.4758249058283,481.46943775033304,441.75332152686866,,,0.0
BHARTIARTL,EQ,523.65,520.5,527.35,514.15,524.35,524.25,521.24,23385562,1218954259960000.0,195223,10591177,0.4529,514.4005499372189,485.97265482924536,444.3722637006189,,,0.0
BHARTIARTL,EQ,524.25,521.15,524.1,511.9,512.5,514.4,517.99,11638278,602856432110000.0,148578,6633224,0.5699000000000001,514.4003666248126,488.9650069524827,446.59536644028174,,,0.0
BHARTIARTL,EQ,514.4,514.35,514.4,486.1,491.9,491.25,496.36,31091035,1543228027375000.0,268519,17426323,0.5605,506.6835777498751,489.2055325364319,448.01297385487595,,,0.0
BHARTIARTL,EQ,491.25,493.1,501.4,488.25,490.7,490.25,493.63,19668016,970870604854999.9,175835,8993730,0.4573,501.20571849991677,489.3154764799654,449.353831827737,,,0.0
BHARTIARTL,EQ,490.25,492.0,492.9,480.1,487.05,489.8,487.27,15055241,733602761040000.0,87295,7084187,0.4705,497.40381233327787,489.36647895575857,450.63783716653904,,,0.0
BHARTIARTL,EQ,489.8,493.2,499.4,487.0,496.65,496.45,493.87,18017965,889848201790000.0,123516,10675617,0.5925,497.0858748888519,490.11211274988926,452.0921915422045,,,0.0
BHARTIARTL,EQ,496.45,493.4,501.25,483.3,494.2,497.2,494.96,5753361,284768675270000.0,42307,2005627,0.3486,497.123916592568,490.85820614463773,453.5241854614996,,,0.0
BHARTIARTL,EQ,497.2,496.05,513.35,496.05,513.05,510.05,505.2,14932443,754390466480000.0,297220,8045854,0.5388000000000001,501.432611061712,492.878394971518,455.31865576430914,,,0.0
BHARTIARTL,EQ,510.05,514.0,522.6,503.45,520.5,518.9,512.37,14376670,736614103750000.0,140565,5530700,0.3847,507.25507404114137,495.6175112903056,457.33711113687076,,,0.0
BHARTIARTL,EQ,518.9,518.0,537.5,515.8,536.5,533.35,525.56,30082900,1581030973810000.0,229675,12536641,0.4167,515.9533826940943,499.5893522071155,459.7502187198272,,,0.0
BHARTIARTL,EQ,533.35,535.05,552.8,534.1,547.0,546.8,545.22,16863683,919446487195000.1,374175,5716150,0.33899999999999997,526.2355884627295,504.5588940800507,462.5137038398327,,,0.0
BHARTIARTL,EQ,546.8,548.9,549.0,538.25,538.3,539.45,541.34,8802579,476515122189999.94,166209,4019498,0.45659999999999995,530.6403923084864,508.2316420716243,464.95612594015546,,,0.0
BHARTIARTL,EQ,539.45,540.2,543.65,536.1,538.0,538.7,539.11,8412522,453524251080000.0,105955,4203119,0.49960000000000004,533.3269282056576,511.43883764303234,467.2972013071346,,,0.0
BHARTIARTL,EQ,538.7,539.5,544.65,532.75,534.1,534.3,539.08,6500749,350443360035000.0,94100,2933776,0.45130000000000003,533.6512854704384,513.845275785871,469.4242742815113,,,0.0
BHARTIARTL,EQ,534.3,536.0,542.35,535.0,539.7,539.6,539.83,5065813,273467106044999.97,97504,2129926,0.4205,535.6341903136256,516.5562993873582,471.65207509797125,,,0.0
BHARTIARTL,EQ,539.6,539.7,542.75,531.75,540.65,539.95,536.67,5623475,301795032620000.0,72395,3106237,0.5524,537.0727935424171,519.018794188689,473.8202631900991,,,0.0
BHARTIARTL,EQ,539.95,544.9,567.55,534.25,563.6,565.0,556.27,36826473,2048555957320000.0,307059,9116059,0.2475,546.3818623616114,523.8589211161953,476.71485800946107,,,0.0
BHARTIARTL,EQ,565.0,564.95,568.7,556.5,565.4,564.85,563.78,22924036,1292420224905000.0,209076,7641415,0.3333,552.5379082410743,528.173771525017,479.5127990250337,,,0.0
BHARTIARTL,EQ,564.85,563.35,568.85,537.3,549.0,548.25,551.72,21462600,1184142653495000.0,193954,6546907,0.305,551.1086054940496,530.2870587329098,481.69493238931835,,,0.0
BHARTIARTL,EQ,548.25,549.1,553.6,538.75,544.0,543.4,546.81,21681078,1185541152805000.0,137698,12201460,0.5628000000000001,548.5390703293665,531.667368339972,483.6538234245781,,,0.0
BHARTIARTL,EQ,543.4,543.7,552.0,538.6,544.6,545.6,544.82,15715009,856178936165000.0,200579,6770760,0.4308,547.5593802195776,533.1339611462907,485.62036871268674,,,0.0
BHARTIARTL,EQ,545.6,542.0,542.05,527.1,529.95,529.9,534.52,9653196,515986488800000.0,148192,4418856,0.45780000000000004,541.6729201463852,532.7935441835233,487.0260712932363,,,0.0
BHARTIARTL,EQ,529.9,533.0,537.95,530.95,535.75,535.25,533.86,9623521,513764752685000.06,105159,4386899,0.4559,539.5319467642569,533.0521184799945,488.5569896648796,,,0.0
BHARTIARTL,EQ,535.25,532.7,539.4,520.3,535.1,535.95,530.05,18615730,986732683160000.0,148454,9843560,0.5288,538.3379645095047,533.3571586399951,490.0615296755184,,,0.0
BHARTIARTL,EQ,535.95,534.7,535.85,527.0,531.15,531.65,530.79,11171400,592966932015000.0,144882,4683542,0.4192,536.1086430063365,533.177457730522,491.3817985747083,,,0.0
BHARTIARTL,EQ,531.65,524.9,528.4,513.5,522.45,523.5,521.51,16622086,866862753675000.0,204419,9263055,0.5573,531.9057620042244,532.1587779694144,492.401424016781,,523.5,52350.0
BHARTIARTL,EQ,523.5,534.0,536.0,511.85,519.95,518.35,527.92,9910097,523178001564999.94,121316,3684212,0.3718,527.387174669483,530.7052223936865,493.2251883337086,,,0.0
BHARTIARTL,EQ,518.35,524.0,533.35,514.15,523.25,520.8,521.87,10368929,541124227260000.06,127941,4603990,0.444,525.1914497796554,529.6625674048774,494.10057918025757,,,0.0
BHARTIARTL,EQ,520.8,525.0,532.8,507.4,513.0,516.75,520.89,17733434,923708117635000.0,214378,7640688,0.43090000000000006,522.3776331864369,528.3033497833114,494.8196084126304,,,0.0
BHARTIARTL,EQ,516.75,522.8,530.7,516.65,526.6,526.9,523.74,14080598,737451067710000.0,121550,7356946,0.5225,523.885088790958,528.1556287534892,495.83803354238813,,,0.0
BHARTIARTL,EQ,526.9,517.75,523.65,511.45,519.35,519.15,517.86,9328722,483101459395000.0,98532,4068188,0.4361,522.3067258606387,527.2076678320692,496.5780959696139,,,0.0
BHARTIARTL,EQ,519.15,510.0,512.0,491.05,495.65,496.25,500.25,15375756,769164922680000.0,194367,8768745,0.5703,513.6211505737592,523.9489659550093,496.5676802245468,,,0.0
BHARTIARTL,EQ,496.25,487.0,508.5,487.0,494.0,493.8,499.14,21007587,1048581489510000.0,181749,14354217,0.6833,507.0141003825062,520.775390591324,496.47981736027543,,,0.0
BHARTIARTL,EQ,493.8,478.5,481.5,459.2,466.0,464.95,470.46,14204414,668257615120000.0,187976,7187092,0.506,492.9927335883375,514.8990336869741,495.47887077740955,,,0.0
BHARTIARTL,EQ,464.95,453.8,509.05,420.0,489.8,491.85,479.37,23807651,1141274939250000.0,246728,10482202,0.4403,492.611822392225,512.472819614661,495.36366853050765,,,0.0
BHARTIARTL,EQ,491.85,472.25,492.95,456.15,461.0,464.8,472.89,14661576,693335655665000.0,294260,6448377,0.43979999999999997,483.34121492815007,507.45462807627564,494.3933933390629,,,0.0
BHARTIARTL,EQ,464.8,465.0,481.0,444.35,458.0,454.7,468.63,12396973,580962760050000.0,253082,6520338,0.526,473.7941432854334,501.9015093314045,493.1332856140133,,,0.0
BHARTIARTL,EQ,454.7,460.0,478.8,407.45,440.0,425.55,443.55,28815241,1278087587715000.0,328964,11891828,0.41270000000000007,457.7127621902889,493.8645083491514,490.98778448340965,,,0.0
BHARTIARTL,EQ,425.55,416.45,451.65,361.75,444.55,444.75,429.33,23574894,1012147787295000.1,258142,9894538,0.4197,453.39184146019267,488.6945601018723,489.51991830933315,444.75,,-44475.0
BHARTIARTL,EQ,444.75,445.0,472.0,436.65,461.6,462.65,455.05,19395922,882614394004999.9,207864,8881450,0.4579,456.4778943067951,485.95302745956997,488.6669050296718,,,0.0
BHARTIARTL,EQ,462.65,416.4,445.7,399.5,417.9,407.35,420.48,14632657,615271966490000.0,173536,9838199,0.6723,440.1019295378635,477.67902456908894,486.0854159811108,,,0.0
BHARTIARTL,EQ,407.35,410.9,437.85,400.15,411.55,404.05,413.22,12716346,525462947805000.0,180218,6544255,0.5146000000000001,428.08461969190904,469.92860093023745,483.48111706107557,,,0.0
BHARTIARTL,EQ,404.05,406.55,438.25,405.6,424.9,429.1,423.02,13833486,585188919795000.0,181657,6770339,0.4894,428.4230797946061,465.63085346389664,481.75473239247,,,0.0
BHARTIARTL,EQ,429.1,426.5,493.45,420.25,465.0,470.7,453.03,21891560,991755817979999.9,274612,12134100,0.5543,442.51538652973744,466.16444783611803,481.4037885069947,,,0.0
BHARTIARTL,EQ,470.7,470.7,474.8,437.5,450.0,448.95,451.99,16076582,726645309055000.0,260952,7815300,0.48610000000000003,444.66025768649166,464.35240069547405,480.3735095067727,,,0.0
BHARTIARTL,EQ,448.95,443.85,449.3,428.0,432.05,431.05,438.32,10022553,439307627355000.0,127381,5150650,0.5139,440.12350512432783,460.84688483279257,478.807683808145,,,0.0
BHARTIARTL,EQ,431.05,441.0,447.0,424.0,440.5,440.9,436.03,16745176,730136096335000.0,223507,9524020,0.5688000000000001,440.3823367495519,458.7472127451302,477.6042652745531,,,0.0
BHARTIARTL,EQ,440.9,440.0,440.0,412.4,422.0,421.35,425.72,9469124,403114976155000.0,194448,5113364,0.54,434.0382244997013,454.8106640351165,475.8184155832974,,,0.0
BHARTIARTL,EQ,421.35,432.0,432.0,415.6,424.1,423.95,423.52,14153710,599440926705000.0,232505,7174853,0.5069,430.6754829998009,451.56217308405155,474.1717992155736,,,0.0
BHARTIARTL,EQ,423.95,433.15,485.75,433.15,470.0,470.2,453.66,15267141,692609866655000.0,190667,6645024,0.4353,443.85032199986733,453.52404960151983,474.04571035158716,,,0.0
BHARTIARTL,EQ,470.2,474.35,491.1,453.0,463.05,461.65,468.52,13388084,627258497900000.0,239847,4450915,0.3325,449.7835479999116,454.3794128013598,473.6521957372511,,,0.0
BHARTIARTL,EQ,461.65,471.0,492.3,471.0,490.4,488.7,482.04,11742601,566036087745000.0,186264,4680810,0.3986,462.75569866660777,457.9921061906904,474.1299038090844,,488.7,48870.0
BHARTIARTL,EQ,488.7,491.0,520.9,491.0,510.5,512.2,507.25,23966611,1215696998540000.0,283043,7922714,0.3306,479.23713244440523,463.6982002758808,475.3384782913357,,,0.0
BHARTIARTL,EQ,512.2,533.95,535.95,505.05,510.5,510.5,522.5,25793155,1347703729225000.0,344427,13337516,0.5171,489.6580882962702,468.62470550999865,476.4547170757378,,,0.0
BHARTIARTL,EQ,510.5,500.0,513.0,497.35,500.0,500.45,505.76,17082242,863949058479999.9,184657,9178491,0.5373,493.2553921975135,471.9747365089462,477.21647208920643,,,0.0
BHARTIARTL,EQ,500.45,511.0,512.5,498.2,502.0,502.45,503.78,16127623,812479056425000.0,440849,8507005,0.5275,496.320261465009,475.18265898168875,478.01753646732686,,,0.0
BHARTIARTL,EQ,502.45,507.7,507.7,486.9,490.5,490.3,492.25,11473202,564770577365000.0,155424,5288740,0.461,494.3135076433394,476.7739580362478,478.4074559445546,,,0.0
BHARTIARTL,EQ,490.3,484.0,503.8,479.15,501.0,500.5,490.22,15491009,759395832800000.0,233080,6611317,0.4268,496.37567176222626,479.2714361376954,479.10880654948943,500.5,,-50050.0
BHARTIARTL,EQ,500.5,516.0,517.05,492.05,501.35,501.4,503.9,18107820,912448997100000.0,204900,6990076,0.386,498.0504478414842,481.60075864951693,479.81646348442627,,,0.0
BHARTIARTL,EQ,501.4,501.85,507.3,491.05,495.0,496.0,500.82,12532120,627637311040000.0,182979,6579408,0.525,497.3669652276561,483.11646826535724,480.3302265484127,,,0.0
BHARTIARTL,EQ,496.0,494.9,499.0,484.45,495.0,494.25,491.62,11937738,586879545260000.0,125815,5471099,0.4583,496.32797681843743,484.288418974267,480.7721241183044,,,0.0
BHARTIARTL,EQ,494.25,498.05,503.05,491.1,491.85,494.05,498.01,9888710,492468678400000.0,130921,5240993,0.53,495.5686512122917,485.315953819081,481.1936439875646,,,0.0
BHARTIARTL,EQ,494.05,497.45,497.45,484.1,486.9,485.65,490.23,11512936,564402052010000.0,147334,5140240,0.4465,492.2624341415278,485.35111657496725,481.335115607007,,,0.0
BHARTIARTL,EQ,485.65,490.95,498.4,487.05,493.0,496.0,492.48,8217929,404712993880000.0,121453,3156405,0.3841,493.5082894276852,486.47205167233915,481.80066749249886,,,0.0
BHARTIARTL,EQ,496.0,503.1,515.95,495.2,514.55,514.3,506.01,19799179,1001854281925000.0,248150,8725501,0.44070000000000004,500.43885961845683,489.4013093910403,482.83239233400684,,,0.0
BHARTIARTL,EQ,514.3,502.45,540.0,499.9,530.95,532.5,523.28,34019465,1780163192359999.8,366002,8511001,0.2502,511.1259064123046,493.9380136656676,484.40914178372094,,,0.0
BHARTIARTL,EQ,532.5,538.0,553.7,526.05,528.8,528.05,542.52,29936910,1624129433135000.0,328885,7853562,0.26230000000000003,516.7672709415365,497.5287490692815,485.794565854079,,,0.0
BHARTIARTL,EQ,528.05,531.75,551.45,530.05,546.0,546.0,542.14,25594404,1387583769435000.0,298656,7001299,0.2735,526.5115139610243,502.6309860093571,487.705849477759,,,0.0
BHARTIARTL,EQ,546.0,545.35,545.35,524.45,528.0,528.05,533.57,15532288,828753550380000.0,174542,5445044,0.3506,527.0243426406829,505.30667169258265,488.9866161610047,,,0.0
BHARTIARTL,EQ,528.05,540.0,545.8,528.3,529.65,530.05,538.24,13592563,731601009640000.0,178285,2883555,0.2121,528.0328950937886,507.9112325670476,490.2902156479569,,,0.0
BHARTIARTL,EQ,530.05,533.05,548.5,532.1,538.4,536.2,541.98,14223774,770900508790000.0,253367,4577347,0.32180000000000003,530.7552633958592,510.88899755998995,491.7476691194504,,,0.0
BHARTIARTL,EQ,536.2,533.0,564.0,530.5,559.9,559.85,549.56,22616586,1242916447315000.0,270556,4772570,0.21100000000000002,540.4535089305728,516.0427872905174,493.9096478775631,,,0.0
BHARTIARTL,EQ,559.85,568.4,569.75,549.3,554.0,555.95,556.28,21114162,1174531762845000.0,263220,7893431,0.3738,545.6190059537153,520.2435465230946,495.8791828655769,,,0.0
BHARTIARTL,EQ,555.95,551.1,562.5,535.1,541.45,539.85,546.99,13180895,720985065920000.0,151782,4700716,0.3566,543.6960039691435,522.3073837311898,497.2750818222253,,,0.0
BHARTIARTL,EQ,539.85,543.5,556.9,539.4,554.8,554.1,550.06,14486155,796818628370000.0,202097,3601252,0.2486,547.1640026460957,525.6539749173803,499.0790474786626,,,0.0
BHARTIARTL,EQ,554.1,556.9,559.0,535.2,540.2,538.05,548.01,21586051,1182926922080000.0,319214,6745077,0.3125,544.1260017640639,526.9588196629192,500.31622057457804,,,0.0
BHARTIARTL,EQ,538.05,558.5,603.5,557.0,596.2,598.8,583.58,71909586,4196528308069999.5,716020,13852628,0.19260000000000002,562.3506678427093,534.5210491720856,503.44268976268665,,,0.0
BHARTIARTL,EQ,598.8,605.0,612.0,588.6,594.9,594.05,598.16,35744408,2138102553650000.0,372386,7379615,0.2065,572.9171118951396,540.7872545223923,506.31911230990295,,,0.0
BHARTIARTL,EQ,594.05,590.5,604.5,585.4,594.55,594.55,595.2,20292652,1207815766655000.0,222010,4897160,0.2413,580.1280745967597,546.4464908884563,509.12009287149334,,,0.0
BHARTIARTL,EQ,594.55,597.0,597.4,587.0,592.95,593.2,592.03,11416299,675881464870000.0,170702,3254632,0.2851,584.4853830645065,551.3679129001978,511.7892962723983,,,0.0
BHARTIARTL,EQ,593.2,572.0,576.45,557.55,557.95,559.25,569.02,76497320,4352847774450000.0,511034,33728663,0.44090000000000007,576.0735887096711,552.1976062791243,513.2959852796238,,,0.0
BHARTIARTL,EQ,559.25,561.0,565.55,553.85,562.05,563.1,560.54,22528009,1262774600215000.0,314757,9050555,0.4017,571.7490591397807,553.3452266707955,514.8770651120167,,,0.0
BHARTIARTL,EQ,563.1,564.65,568.0,556.0,561.35,562.75,561.49,16270436,913573005354999.9,204218,5874447,0.3611,568.7493727598538,554.3352028107117,516.3968408227463,,,0.0
BHARTIARTL,EQ,562.75,558.0,564.0,543.8,549.9,552.6,551.95,54189241,2990951272860000.0,457048,33911226,0.6258,563.3662485065693,554.1525498832684,517.546147463294,,,0.0
BHARTIARTL,EQ,552.6,559.0,561.65,550.15,559.7,559.05,556.06,39288299,2184669019184999.8,372569,20098476,0.5115999999999999,561.9274990043796,554.6680709481875,518.8637300835069,,,0.0
BHARTIARTL,EQ,559.05,563.0,572.3,556.1,559.0,558.1,564.42,31973639,1804647631590000.2,330914,15685185,0.49060000000000004,560.6516660029198,555.029326637852,520.1093259538717,,,0.0
BHARTIARTL,EQ,558.1,568.0,568.3,549.25,552.3,551.65,554.6,29235064,1621378921975000.0,290602,15784518,0.5399,557.6511106686132,554.673608044394,521.1106171934314,,,0.0
BHARTIARTL,EQ,551.65,552.3,585.4,549.55,583.25,572.45,562.23,29454952,1656056904700000.0,332024,12485192,0.4239,562.5840737790755,556.5448071976157,522.7404388698304,,,0.0
BHARTIARTL,EQ,572.45,584.0,590.0,567.45,581.3,584.35,578.59,47874414,2769975105335000.0,533999,15509385,0.324,569.8393825193838,559.4716695978667,524.6962979533279,,,0.0
BHARTIARTL,EQ,584.35,588.0,593.7,579.2,583.6,585.15,585.99,20430645,1197215014470000.0,243689,7805284,0.38200000000000006,574.9429216795892,562.1746517454598,526.6154630976666,,,0.0
BHARTIARTL,EQ,585.15,580.0,591.65,565.7,566.55,567.8,579.69,14939279,866015304600000.0,183800,5352095,0.3583,572.5619477863928,562.7667936669903,527.9229087136138,,,0.0
BHARTIARTL,EQ,567.8,571.0,576.0,563.05,567.45,567.1,569.49,19130490,1089463693185000.0,226255,7386137,0.3861,570.7412985242619,563.2229206494123,529.1666258973086,,,0.0
BHARTIARTL,EQ,567.1,570.0,573.8,546.7,551.5,551.85,562.46,27293431,1535155888840000.0,286354,7758609,0.2843,564.4441990161746,562.0257711073689,529.8867330116797,,,0.0
BHARTIARTL,EQ,551.85,540.0,562.0,540.0,559.5,560.1,555.3,18870757,1047898524275000.0,235264,6242846,0.3308,562.9961326774497,561.8230583592248,530.8458843446422,,,0.0
BHARTIARTL,EQ,560.1,556.0,563.75,549.0,549.9,550.7,554.7,13584908,753550202300000.0,188090,6596985,0.48560000000000003,558.8974217849666,560.6522101108853,531.4761737305266,,550.7,55070.00000000001
BHARTIARTL,EQ,550.7,558.0,559.3,537.0,543.65,544.9,548.51,19072659,1046162091485000.0,178532,10186425,0.5341,554.231614523311,558.9940827307921,531.9023269454306,,,0.0
BHARTIARTL,EQ,544.9,546.85,565.5,541.0,563.5,563.45,557.38,20531433,1144378142550000.0,232907,8222010,0.40049999999999997,557.3044096822074,559.4631266538667,532.9038403757344,,,0.0
BHARTIARTL,EQ,563.45,564.25,572.9,558.2,560.95,560.9,565.11,19329827,1092348425904999.9,216980,6106187,0.3159,558.5029397881383,559.6143764797754,533.7926073479333,,,0.0
BHARTIARTL,EQ,560.9,561.9,578.2,561.0,575.0,572.5,570.61,41152446,2348202859785000.0,179777,21100700,0.5127,563.1686265254256,560.970757902957,535.0214134638719,572.5,,-57250.0
BHARTIARTL,EQ,572.5,575.8,588.0,570.4,580.0,581.05,579.25,12715786,736560258095000.0,149541,3782300,0.2974,569.1290843502837,563.0843623342247,536.4826384332728,,,0.0
BHARTIARTL,EQ,581.05,581.05,584.6,574.35,577.4,578.8,579.52,9762436,565752364970000.0,122614,2187967,0.4437,572.3527229001892,564.7386399832537,537.8260467369784,,,0.0
BHARTIARTL,EQ,578.8,581.0,582.0,555.0,558.55,557.35,566.95,12387454,702303221650000.0,166998,5953782,0.4806,567.3518152667929,563.9608884060691,538.4458547770743,,,0.0
BHARTIARTL,EQ,557.35,553.9,563.7,550.0,557.0,559.0,556.49,15589317,867532693800000.0,187766,7025257,0.45060000000000006,564.5678768445287,563.4386896264829,539.0983673238337,,,0.0
BHARTIARTL,EQ,559.0,560.0,566.4,557.15,560.0,560.4,561.77,11109042,624067578170000.0,198037,6332052,0.5700000000000001,563.1785845630192,563.1188275605373,539.7746096310136,,,0.0
BHARTIARTL,EQ,560.4,558.9,568.95,551.2,567.0,567.1,561.56,12920745,725583416760000.0,133805,6233452,0.48240000000000005,564.4857230420129,563.5378983436386,540.6420823411402,,,0.0
BHARTIARTL,EQ,567.1,572.0,577.0,557.4,560.25,559.85,567.8,12939125,734677507275000.0,182638,5374039,0.4153,562.9404820280085,563.1496985179924,541.2518575049135,,,0.0
BHARTIARTL,EQ,559.85,575.0,575.0,558.3,560.2,560.15,564.21,13639649,769569021465000.0,143075,3882463,0.2846,562.0103213520057,562.8339407792564,541.8517985365035,,,0.0
BHARTIARTL,EQ,560.15,564.8,567.0,557.6,558.55,558.45,560.67,13542472,759291577015000.0,173615,7669556,0.5663,560.8235475680038,562.3724733288084,542.3787255670907,,,0.0
BHARTIARTL,EQ,558.45,561.8,583.45,560.6,581.25,581.45,574.93,20620014,1185499735480000.0,210802,5306467,0.25730000000000003,567.6990317120026,564.3806340310391,543.6190834855958,,,0.0
BHARTIARTL,EQ,581.45,587.6,589.3,575.05,575.9,576.6,581.41,15818188,919679697875000.0,215898,5369565,0.3395,570.666021141335,565.6668830804034,544.6660967082753,,,0.0
BHARTIARTL,EQ,576.6,579.0,582.6,566.05,567.2,567.15,573.16,12524549,717856734900000.0,210152,6074198,0.485,569.4940140942234,565.8230006508873,545.3798714159491,,,0.0
